timestamp,user_query,section_title,summary_response
2025-05-18T13:26:02,how to display 2D pattern in 3D mode,,"Display a test pattern to refine and adjust the projected image or to diagnose and correct imageissues. The available frame rates are 24, 30, 48, and 60 Frames Per Second(FPS). The default value is 24 FPS. The 3D Sync option is selected automatically for 3D test patterns."
2025-05-18T13:44:36,show me how to schedule event,,"Use the scheduler to schedule automated events that play automatically on a specific date at a specific time. The options are daily, weekly, or monthly. The color of the slider changes to blue to indicate it is active. On CineLife+ projectors, the Scheduler is enabled by default."
2025-05-18T13:45:25,thank you ! show me how to display 2d test pattern in 3d mode,,"Display a test pattern to refine and adjust the projected image or to diagnose and correct imageissues. The available frame rates are 24, 30, 48, and 60 Frames Per Second(FPS). The default value is 24 FPS. The 3D Sync option is selected automatically for 3D test patterns."
2025-05-22T06:45:33,show me what is keystone,,Christie recommends warming the lens before completing these procedures as focus may change as the lens warms. Christie recommends adjusting the projector image by moving the entire projector in the direction of lens travel. The keystone effect occurs when you project an image onto the screen at an angle. It can be corrected with electronic cropping or by adjusting the light source.
2025-05-22T06:53:24,show me how to set calibration,,"If the douser is closed and/or the light source is off, a dialog is displayed informing the user that the light must be turned on before verification can occur. The projector automatically enables LiteLOC™, selects a White test pattern, and sets the brightness to 80%. To verify the calibration has been successfully applied, the measured white point must be within the expected tolerance."
2025-06-02T05:01:34,show me what is the calibration,,2D Sensor-to-screen Calibration File 2D sensor-to-screen calibration file associated with the channel.
2025-06-02T05:02:50,I want to know how to do keycloak,,4. Select Change password.
2025-06-02T05:25:43,show me what is calibration,,2D Sensor-to-screen Calibration File 2D sensor-to-screen calibration file associated with the channel.
2025-06-02T05:34:53,show me what is calibration,,2D Sensor-to-screen Calibration File 2D sensor-to-screen calibration file associated with the channel.
2025-06-02T05:35:36,"/query_manual{""keyword"": ""Select Recalibrate.""}",,"4. To confirm the change, select Clear Day."
2025-06-02T06:20:59,how to add a channel for HDMI,,Adding a channel for DisplayPort input
2025-06-02T06:22:01,Show me how to select + create new channel.,,4. Enter a name for the new channel and select Save.
2025-06-02T06:37:36,show me how to Adding a channel for HDMI input,,Adding a channel for DisplayPort input
2025-06-02T06:53:22,show me how to Adding a channel for HDMI input,,Adding a channel for DisplayPort input
2025-06-02T06:53:34,Show me how to select + create new channel.,,4. Enter a name for the new channel and select Save.
2025-06-02T06:54:56,show me how to Adding a channel for HDMI input,,Adding a channel for DisplayPort input
2025-06-02T06:56:21,Show me how to select + create new channel.,,4. Enter a name for the new channel and select Save.
2025-06-02T07:22:01,show me how to Adding a channel for DisplayPort input,,Adding a channel for DisplayPort input
2025-06-02T07:22:22,Show me how to select + create new channel.,,4. Enter a name for the new channel and select Save.
2025-06-03T05:34:00,show me how to Turning on the lamp,"2.
Select Enable Lamp Overdrive.","3. At the confirmation prompt, select OK. 4. To disable the lamp overdrive, perform a factory restore (on page 104). Using LampLOC™ to adjust the lamp position To ensure optimal lamp performance and peak brightness at the screen for the life of the lamp, use LampLOC™ to adjust the lamp position when..."
2025-06-03T06:40:46,show me how to Managing user accounts,User Guide,"020-103845-03 CineLife+ 2.0 NOTICES COPYRIGHT AND TRADEMARKS Copyright © 2024 Christie Digital Systems USA Inc. All rights reserved. All brand names and product names are trademarks, registered trademarks or trade names of their respective holders. GENERAL Every effort has been made to ensure accura..."
2025-06-03T06:50:02,show me how to Managing user accounts,User Guide,"020-103845-03 CineLife+ 2.0 NOTICES COPYRIGHT AND TRADEMARKS Copyright © 2024 Christie Digital Systems USA Inc. All rights reserved. All brand names and product names are trademarks, registered trademarks or trade names of their respective holders. GENERAL Every effort has been made to ensure accura..."
2025-06-03T06:58:29,show me how to Managing user accounts,User Guide,"020-103845-03 CineLife+ 2.0 NOTICES COPYRIGHT AND TRADEMARKS Copyright © 2024 Christie Digital Systems USA Inc. All rights reserved. All brand names and product names are trademarks, registered trademarks or trade names of their respective holders. GENERAL Every effort has been made to ensure accura..."
2025-06-03T07:04:23,show me how to Managing user accounts,User Guide,"020-103845-03 CineLife+ 2.0 NOTICES COPYRIGHT AND TRADEMARKS Copyright © 2024 Christie Digital Systems USA Inc. All rights reserved. All brand names and product names are trademarks, registered trademarks or trade names of their respective holders. GENERAL Every effort has been made to ensure accura..."
2025-06-03T07:04:45,Show me how to permission,Emissions,"• CAN ICES-003 (A)/NMB-003 (A) – Information Technology Equipment (Including Digital Apparatus) – Limits and Methods of Measurement • CISPR 32/EN 55032, Class A – Electromagnetic Compatibility of Multimedia Equipment – Emission Requirements • FCC CFR47, Part 15, Subpart B, Class A – Unintentional Ra..."
2025-06-03T07:05:09,Show me how to select enable lamp overdrive.,"2.
Select Enable Lamp Overdrive.","3. At the confirmation prompt, select OK. 4. To disable the lamp overdrive, perform a factory restore (on page 104). Using LampLOC™ to adjust the lamp position To ensure optimal lamp performance and peak brightness at the screen for the life of the lamp, use LampLOC™ to adjust the lamp position when..."
2025-06-03T07:05:25,Show me how to select factory restore.,"2.
Select Factory Restore.","3. Select the settings you want to restore and select Restore. 4. Select OK. Upgrading the projector software An upgrade package is used to upgrade the projector software to the latest version. The upgrade package is installed from a USB key, the projector's ftpuser directory, or from your computer...."
2025-06-04T07:12:47,please explain what is standy mode,Automation,Action item Available actions Description Light Off Turns the light off. Standby Puts the projector in standby mode. Channel Selects a specific projector channel. Revert Warp File Reverts the active warp file to its previous settings. Full Power Places the projector in full power mode. Wait Delays t...
2025-06-04T07:17:03,Show me how to orientation,Notation,"Learn the hazard and information symbols used in the product documentation. Danger messages indicate a hazardous situation which, if not avoided, results in death or serious injury. Warning messages indicate a hazardous situation which, if not avoided, could result in death or serious injury. Cautio..."
2025-06-05T06:04:59,What is Macros,4. Select  Create .,"5. To save the macro, select  Save . 6. To test the macro, select  Test . Adding a macro to an existing macro Combine macros to have the projector complete a complex set of actions. 1. In the left navigation menu, select  Automation  >  Macro Editor . 2. In the left pane, select a macro. 3. In the right pane, select  + . 4. In the Add New Action Item dialog, select  Macros . 5. Select a macro."
2025-06-05T06:06:03,Show me how to automation,6. Select  Add .,"7. Complete these fields: • IP Address —The IP address of the automation device. • Port —The port used by the automation device to communicate with the projector. • Username —The username used to access the automation device. • Password —The password used to access the automation device. • Keep Alive Message —The message value sent to the automation device to make sure the projector is not disconnected when inactive. • Keep Alive Interval (ms) —The time interval (in milliseconds) for sending the Keep Alive Message to the automation device. 8. Select  Save . The added device is displayed in the list of auditorium devices in the Macro Editor. Modifying automation device settings Modify the settings of automation devices when parameters such as the username or password change. If the settings are not updated, the automation device might not be able to communicate with other theater hardware or be controlled remotely. 1. In the left navigation menu, select  Automation  >  My Auditorium Devices . 2. In the left pane, select an automation device. 3. Modify these fields: • IP Address —The IP address of the automation device. • Port —The port used by the automation device to communicate with the projector. • Username —The username used to access the automation device. • Password —The password used to access the automation device. • Keep Alive Message —The message value sent to the automation device to make sure the projector is not disconnected when inactive. • Keep Alive Interval (ms) —The time interval (in milliseconds) for sending the Keep Alive Message to the automation device."
2025-06-05T06:07:42,show me how to create macro,4. Select  Create .,"5. To save the macro, select  Save . 6. To test the macro, select  Test . Adding a macro to an existing macro Combine macros to have the projector complete a complex set of actions. 1. In the left navigation menu, select  Automation  >  Macro Editor . 2. In the left pane, select a macro. 3. In the right pane, select  + . 4. In the Add New Action Item dialog, select  Macros . 5. Select a macro."
2025-06-05T06:08:40,how to Adding an automation device to your auditorium,6. Select  Add .,"7. Complete these fields: • IP Address —The IP address of the automation device. • Port —The port used by the automation device to communicate with the projector. • Username —The username used to access the automation device. • Password —The password used to access the automation device. • Keep Alive Message —The message value sent to the automation device to make sure the projector is not disconnected when inactive. • Keep Alive Interval (ms) —The time interval (in milliseconds) for sending the Keep Alive Message to the automation device. 8. Select  Save . The added device is displayed in the list of auditorium devices in the Macro Editor. Modifying automation device settings Modify the settings of automation devices when parameters such as the username or password change. If the settings are not updated, the automation device might not be able to communicate with other theater hardware or be controlled remotely. 1. In the left navigation menu, select  Automation  >  My Auditorium Devices . 2. In the left pane, select an automation device. 3. Modify these fields: • IP Address —The IP address of the automation device. • Port —The port used by the automation device to communicate with the projector. • Username —The username used to access the automation device. • Password —The password used to access the automation device. • Keep Alive Message —The message value sent to the automation device to make sure the projector is not disconnected when inactive. • Keep Alive Interval (ms) —The time interval (in milliseconds) for sending the Keep Alive Message to the automation device."
2025-06-05T06:41:58,what is macros,Not Found,"Sorry, I couldn't find a relevant section."
2025-06-05T06:42:26,Show me how to automation,Automation,"Use automation to control playback, the projector, and external devices. A macro can be activated by a global trigger or it can be added to a playlist. On CP4450-RGB projectors, playback automation is controlled through the GDC Integrated Media Block (IMB). For more information, refer to the documentation provided with your IMB device."
2025-06-05T06:43:29,Show me how to automation,Automation,"Use automation to control playback, the projector, and external devices. A macro can be activated by a global trigger or it can be added to a playlist. On CP4450-RGB projectors, playback automation is controlled through the GDC Integrated Media Block (IMB). For more information, refer to the documentation provided with your IMB device."
2025-06-05T06:43:44,Show me how to models,Models,"This guide applies to the following models. Read all instructions before using or servicing this product. If printed, please recycle this document after use. CineLife+ 2.0 User Guide 9 020-103845-03 Rev. 1 (02-2024) Copyright © 2024 Christie Digital Systems USA, Inc. All rights reserved."
2025-06-05T06:44:07,show me how Available macro actions,Not Found,"Sorry, I couldn't find a relevant section."
2025-06-05T06:44:52,show me how to Fire alarm macro,Not Found,"Sorry, I couldn't find a relevant section."
